actors,année_de_diffusion,country,description,genre,language,mention,nbr_episodes,nbr_saisons,press_score,public_score,realisator,status,time,title,years
"Kenichiro Ohashi,Aoi Yūki,Kenjiro Tsuda",Depuis 2022," Pologne, Japon",Série animée dérivée du jeu vidéo Cyberpunk 2077.,"Action,Animation,Science Fiction",,,10,1,4.4,5.0,"Yoshiki Usa,Masahiko Ootsuka",En cours,24 min,Cyberpunk: Edgerunners,
"Elisabeth Moss,Yvonne Strahovski,Madeline Brewer",Depuis 2017, U.S.A.,"Dans une société dystopique et totalitaire au très bas taux de natalité, les femmes sont divisées en trois catégories : les Epouses, qui dominent la maison, les Marthas, qui l'entretiennent, et les Servantes, dont le rôle est la reproduction.",Drame,,,66,6,4.4,4.4,Bruce Miller (II),En cours,60 min,The Handmaid’s Tale : la servante écarlate,
"Joseph Morgan,Daniel Gillies,Phoebe Tonkin",2013 - 2018, U.S.A.,"Le vampire originel Klaus fait son retour au Vieux Carré, un quartier français de la Nouvelle Orléans. Dans cette ville qu’il a aidé à construire quelques siècles plus tôt, il y retrouve son ancien protégé, le diabolique et charismatique Marcel. Dans l’espoir d’aider son jeune frère à trouver la rédemption, Elijah est contraint de s’allier avec des ennemis de Marcel...","Drame,Fantastique,Epouvante-horreur",,,92,5,4.3,5.0,Julie Plec,Terminée,42 min,The Originals,
"Tom Schilling,Volker Bruch,Katharina Schüttler",2013, Allemagne,Les destins de cinq amis allemands durant la Seconde Guerre mondiale. Une époque troublée opposant les complices de ces violences à ceux qui ont dû porté le fardeau de la culpabilité des atrocités nazies.,"Drame,Historique,Guerre",,,3,1,4.3,4.5,Stefan Kolditz,Terminée,90 min,Generation War,
"Amaia Salamanca,Yon González,Eloy Azorin",2011 - 2013, Espagne,"1905. Un jeune homme prénommé Julio arrive au Grand Hôtel, un magnifique palace où les riches familles de la noblesse espagnole aiment séjourner, pour enquêter sur la disparition de sa sœur, Cristina, gouvernante à l'hôtel.",Drame,,,39,3,4.3,5.0,"Ramón Campos,Gema R. Neira",Terminée,75 min,Grand hôtel (2011),
"Joong-ki Song,Jeon Yeo-bin, Taecyeon",2021 - 2022, Corée du Sud,"Profitant d'une visite dans son pays natal, un avocat mafieux italo-coréen s'attaque à un puissant conglomérat pharmaceutique et rend justice à sa manière.","Comédie,Drame,Thriller",,,20,1,4.3,5.0,Park Jae-bum,Terminée,70 min,Vincenzo,
"Harriet Herbig-Matten,Damian Hardung,Sonja Weißer",Depuis 2024, Allemagne,"Lorsque Ruby est involontairement témoin d'un secret explosif à l'école privée Maxton Hall, l'arrogant héritier millionnaire James Beaufort doit faire face à la vivacité d'esprit de l'étudiante pour le meilleur et pour le pire : il est déterminé à faire taire Ruby. Leur échange passionné de mots déclenche inopinément une étincelle ...",Drame,,,6,2,3.1,4.3,Daphne Ferraro,En cours,42 min,Maxton Hall - Le monde qui nous sépare,
,2015 - 2018, U.S.A.,"Huit individus éparpillés aux quatre coins du monde sont connectés par une soudaine et violente vision. Désormais liés, ils se retrouvent capables du jour au lendemain de se voir, de se sentir, de s'entendre et de se parler comme s'ils étaient au même endroit, et ainsi accéder aux plus sombres secrets des uns et des autres. Les huit doivent dès lors s'adapter à ce nouveau don, mais aussi comprendre le pourquoi du comment. Fuyant une organisation qui veut les capturer, les tuer ou faire d'eux des cobayes, ils cherchent quelles conséquences ce bouleversement pourrait avoir sur l'humanité.","Drame,Fantastique,Science Fiction",,,24,2,3.0,4.3,,Terminée,50 min,Sense8,
" Orelsan, Gringe",Depuis 2015, France,"En attendant qu'il se passe quelque chose, ils ont décidé de ne rien faire.",Comédie,,,120,1,4.3,4.0,"Kyan Khojandi,Bruno Muschio,Harry Tordjman",En cours,2 min,Bloqués,
"Helen Mirren,Harrison Ford,Brandon Sklenar",Depuis 2022, U.S.A.,"Se déroulant pendant la Prohibition aux États-Unis et la Grande Dépression, 1923 suivra une nouvelle génération de Dutton qui lutte une sécheresse historique et le vol de bétail.","Drame,Historique,Western",,,16,2,3.9,4.3,Taylor Sheridan,En cours,60 min,1923,
"Beren Saat,Engin Akyürek,Sumru Yavrucuk",2010 - 2012, Turquie,"Fatmagül vit dans un village côtier avec son frère Rahmi et sa femme Mukaddes. Dans quelques semaines, elle doit épouser son fiancé, son amour d’enfance, le pêcheur Mustafa. Dans le même village vit Kerim, avec Meryem, également surnommée Ebe Nine, la guérisseuse du village. Ils vivent tous les deux une vie simple. Tous les étés, Kerim attend avec impatience la venue de ses amis d’enfance : Selim, Erdogan et Vural. Tous les trois viennent de familles très aisées et vivent dans les plus grandes villes du pays.","Drame,Feuilleton",,,80,2,4.2,4.5,,Terminée,60 min,Fatmagül,
"Jennifer Aniston,Courteney Cox,Lisa Kudrow",1994 - 2004, U.S.A.,"Les péripéties de 6 jeunes newyorkais liés par une profonde amitié. Entre amour, travail, famille, ils partagent leurs bonheurs et leurs soucis au Central Perk, leur café favori...",Comédie,,,237,10,2.9,4.2,"David Crane,Marta Kauffman",Terminée,22 min,Friends,
"Iñaki Godoy, Mackenyu,Emily Rudd",Depuis 2023, U.S.A.,"Monkey D. Luffy est un jeune aventurier qui a toujours rêvé d'une vie de liberté. Quittant son village, il se lance dans un périlleux voyage à la recherche d'un trésor mythique, le One Piece, afin de devenir le roi des pirates ! Mais pour trouver ce fameux butin, Luffy devra assembler l'équipage de ses rêves puis dénicher un navire, quadriller les océans, se défaire de la Marine à ses trousses et se montrer meilleur stratège que les dangereux rivaux qui l'attendent à chaque étape.","Action,Aventure,Fantastique",,,8,2,3.5,4.2,"Steven Maeda,Matt Owens",En cours,55 min,One Piece (2023),
"Rebecca Ferguson, Common,Tim Robbins",Depuis 2023, U.S.A.,"Dans un futur où la Terre est dévastée et l'air devenu toxique, les survivants vivent dans un silo géant souterrain de 144 étages. Au sein de cette communauté, les individus doivent se plier à toute une série de règles très strictes destinées les protéger. Les citoyens qui enfreignent la loi sont envoyés en dehors du silo, condamnés à y trouver la mort au contact d’une atmosphère irrespirable. Pourtant, peu à peu, l'idée que les dirigeants mentent sur ce qu'il se passe à l'extérieur fait son chemin...","Drame,Science Fiction",,,20,3,3.6,4.2,Graham Yost,En cours,60 min,Silo,
"Sylvester Stallone,Andrea Savage,Martin Starr",Depuis 2022, U.S.A.,"Fraîchement libéré de prison après une peine de 25 ans, l'ex-parrain de la mafia new-yorkaise Dwight Manfredi, dit ""Le Général"", se fait virer sans cérémonie par un baron du crime. Exilé à Tulsa, en Oklahoma, Dwight décide de constituer sa propre équipe avec une brochette de personnages hauts en couleur. Parviendra-t-il à rebâtir un nouvel empire du crime dans un lieu aussi improbable ?","Drame,Thriller",,,19,2,3.1,4.2,Taylor Sheridan,En cours,60 min,Tulsa King,
"Daisy Edgar-Jones,Paul Mescal,Desmond Eastwood",2020," Grande-Bretagne, Irlande","La relation compliquée entre Marianne et Connell depuis leurs années lycée dans une petite ville de l'ouest de l'Irlande jusqu'à leurs études universitaires au Trinity College, à Dublin. Intelligent, athlétique et populaire, Connell est troublé par Marianne, une camarade intimidante, solitaire et non moins intelligente. Les premiers émois nés à l'abri du regard des autres survivront-ils à la lumière ?","Drame,Romance",,,12,1,4.7,4.4,"Sally Rooney,Alice Birch",Terminée,30 min,Normal People,
"Jay Baruchel,Jay Baruchel,America Ferrera",Depuis 2015, U.S.A.,Harold et Krokmou partent à la découverte de nouveaux mondes étranges au-delà des frontières de Beurk et cherchent des espèces de dragons jusque-là inconnues. Parviendront-ils à stopper définitivement la guerre entre les vikings et les dragons ?,"Action,Animation,Comédie",,,78,6,4.2,5.0,"Chris Sanders,Dean DeBlois",En cours,22 min,Dragons : par-delà les rives,
"Nathalia Ramos,Brad Kavanagh,Jade Ramsey (II)",Depuis 2011," U.S.A., Grande-Bretagne, Belgique","Dans le pensionnat anglais Anubis, où vivent 9 étudiants, Joy disparait sans laisser de traces alors que la jeune américaine Nina arrive dans l’école. Patricia, qui doit maintenant partager sa chambre avec la nouvelle venue, pense que celle-ci à quelque chose à voir dans la disparition de sa meilleure amie.",Drame,,,190,3,4.2,5.0,"Hans Bourlon,Gert Verhulst",Annulée,22 min,Anubis,
"Miyu Tomita,Mariya Ise,Maaya Sakamoto",Depuis 2017, Japon,"""Abyss"", un lieu intriguant et nimbé de mystère. Un trou béant, seul lieu inexploré du monde. ","Aventure,Animation,Drame,Fantastique",,,25,2,4.2,5.0,,En cours,30 min,Made in Abyss,
"Jon Hamm,Christopher Stanley,John Slattery",2007 - 2015, U.S.A.,"Dans le New York des années 60, Don Draper est l'un des grands noms de la pub. Maître manipulateur, il compte dans son entourage des ennemis qui attendent sa chute.",Drame,,,92,7,4.2,4.5,Matthew Weiner,Terminée,42 min,Mad Men,
"Nicholas Aaron,Damian Lewis,Donnie Wahlberg",2001, U.S.A.,"Vivez la Seconde Guerre Mondiale aux côtés de la Easy Company, un groupe de soldats américains. Suivez-les en tant que groupe, ou individuellement, depuis leur formation en 1942, jusqu'à la libération de l'Allemagne Nazie en 1945, en passant par leur parachutage en Normandie le 6 juin 1944.","Drame,Guerre",,,10,1,4.2,5.0,"Steven Spielberg,Tom Hanks",Terminée,60 min,Frères d'armes,
"David Marsais,Grégoire Ludig,Aude Gogny-Goubert",2011, France,Après ,Comédie,,,1,2,4.2,4.0,,Terminée,5 min,Very Bad Blagues,
"Diego Luna,Kyle Soller,Adria Arjona",Depuis 2022, U.S.A.,Une série ,"Aventure,Drame,Science Fiction",,,12,2,3.6,4.2,"Stephen Schiff,Tony Gilroy",En cours,45 min,Andor,
"Frankie Muniz,Jane Kaczmarek,Bryan Cranston",2000 - 2006, U.S.A.,"Petit génie malgré lui, Malcolm vit dans une famille hors du commun. Le jeune surdoué n'hésite pas à se servir de son intelligence pour faire les 400 coups avec ses frères. Et les parents tentent tant bien que mal de canaliser l'énergie de ces petits démons.",Comédie,,,150,7,4.2,5.0,Linwood Boomer,Terminée,22 min,Malcolm,
"Ashley Walters, Kano,Jasmine Jobson",2011 - 2023, Grande-Bretagne,"Dans un quartier de l'est de Londres, le quotidien de plusieurs jeunes impliqués dans le trafic de drogue et les gangs.",Drame,,,32,5,4.2,5.0,Ronan Bennett,Terminée,52 min,Top Boy,
"Joon-Sang Tang,Jehoon Lee,Seung-hee Hong",Depuis 2021, Corée du Sud,"A la mort de son père, Gu-ru fait la rencontre de son oncle Sang-gu qu'il n'avait encore jamais vu. Tous deux en deuil, ils vont évoquer ensemble leurs souvenirs du disparu, partager leurs émotions, et comprendre encore davantage le sens des notions de la vie, de la mort et de l'esprit de famille.",Drame,,,10,1,4.2,5.0,"Sung-ho Kim,Yoon Ji-ryun",En cours,50 min,Move to Heaven,
"Jean Dujardin,Charlotte Gainsbourg,Nicole Garcia",Depuis 2023, France,"Renouant avec un père qu’il connaissait à peine, Alphonse, un quadragénaire en pleine déroute professionnelle et conjugale, se découvre une surprenante vocation. Sa trajectoire va alors croiser celle d’une galaxie de femmes plus passionnantes et excentriques les unes que les autres, le plongeant au cœur d’une histoire à la fois périlleuse, transgressive et pleine de tendresse.","Comédie,Drame,Romance",,,6,1,4.2,4.0,Nicolas Bedos,En cours,50 min,Alphonse,
"Mark McKenna,Ciara Bravo",2019, U.S.A.,"Wayne, 15 ans, prend la route sur son vieux vélo en compagnie de sa copine Del afin de récupérer la Pontiac Trans Am de 1978, volée à son père avant qu'il ne meure... ","Action,Comédie",,,10,1,4.2,5.0,Shawn Simmons,Annulée,30 min,Wayne,
"Ronny Chieng,Ronny Chieng,Jas Patrick",Depuis 2020, Chine,"Roi du déguisement armé d'une paire de ciseaux, Seven propose ses services de tueur à gages bon marché. Le problème, c'est qu'il a souvent du mal à terminer le travail.","Aventure,Animation,Comédie",,,44,4,4.2,5.0,,En cours,15 min,Scissor Seven,
"Adam Scott,Zach Cherry,Britt Lower",Depuis 2022, U.S.A.,"Mark Scout travaille pour Lumon Industries, où il dirige une équipe dont les employés subissent une opération chirurgicale de séparation entre leurs souvenirs liés à leur vie professionnelle et ceux liés à leur vie privée. Cette expérience risquée de l’équilibre entre travail et vie personnelle est remise en cause lorsque Mark se retrouve au cœur d’un mystère qui le forcera à affronter la vraie nature de son travail… et la sienne.","Drame,Thriller",,,18,2,4.0,4.4,Dan Erickson,En cours,60 min,Severance,
"Winona Ryder,David Harbour,Millie Bobby Brown",Depuis 2016, U.S.A.,"A Hawkins, en 1983 dans l'Indiana. Lorsque Will Byers disparaît de son domicile, ses amis se lancent dans une recherche semée d’embûches pour le retrouver. Dans leur quête de réponses, les garçons rencontrent une étrange jeune fille en fuite. Les garçons se lient d'amitié avec la demoiselle tatouée du chiffre ""11"" sur son poignet et au crâne rasé et découvrent petit à petit les détails sur son inquiétante situation. Elle est peut-être la clé de tous les mystères qui se cachent dans cette petite ville en apparence tranquille…","Drame,Fantastique,Epouvante-horreur,Science Fiction,Thriller",,,42,5,3.7,4.5,"Matt Duffer,Ross Duffer",En cours,55 min,Stranger Things,
Anya Taylor-Joy,2020, U.S.A.,"En pleine Guerre froide, le parcours de huit à vingt-deux ans d'une jeune orpheline prodige des échecs, Beth Harmon. Tout en luttant contre une addiction, elle va tout mettre en place pour devenir la plus grande joueuse d’échecs du monde.",Drame,,,7,1,3.9,4.5,"Scott Frank,Allan Scott",Terminée,60 min,Le jeu de la dame,
"Maya Erskine,Masi Oka,Darren Barnet",Depuis 2023, U.S.A.,Un maître d’armes métis vit sous une fausse identité et cherche à se venger dans le Japon de l’époque d'Edo.,"Action,Aventure,Animation,Historique,Arts Martiaux",,,16,2,4.5,5.0,,En cours,50 min,Blue Eye Samurai,
,Depuis 2024, France,"Samuel a 10 ans. Il tient un journal et il a un problème. Son problème c’est que Basile a dit à la grande Julie que Samuel l’aimait. C’est faux, il s’en fiche de Julie. C’est juste qu’elle a rigolé à l’une de ses blagues et qu'il a trouvé ça sympa de sa part. Bon, en fait Samuel aime Julie mais personne ne doit savoir. Même pas Corentin, son meilleur ami qui mâche sa langue et sait faire la chandelle. Surtout pas Dimitri, que Samuel déteste, et dont toutes les filles sont amoureuses car il court très vite, a de bonnes notes et un humour subtil. Ni Bérénice que toute la classe appelle « La Folle » car elle est colérique et parfois même agressive. Et ni la maîtresse, ni ses parents, ni le monde entier.","Animation,Comédie",,,21,1,4.5,5.0,Emilie Tronche,En cours,4 min,Samuel,
"Benedict Cumberbatch,Martin Freeman,Amanda Abbington",2010 - 2017, Grande-Bretagne,"Les aventures de Sherlock Holmes et de son acolyte de toujours, le docteur Watson, sont transposées au XXIème siècle...","Policier,Drame,Thriller",,,14,4,4.5,5.0,"Steven Moffat,Mark Gatiss",Terminée,90 min,Sherlock,
"Jackie Berger,Megumi Han,Martial Le Minoux",2011, Japon,"Le jeune Gon vit sur une petite île avec sa tante. Abandonné par son père qui est un Hunter, à la fois un aventurier et un chasseur de primes, Gon décide à l'âge de 12 ans de partir pour devenir un Hunter. Cela ne sera pas chose aisée, il devra passer une suite de tests et examens en compagnie de milliers d'autres prétendants au titre de Hunter. Il sera aidé par de nouvelles connaissances qui aspirent au même but que lui tel que Kurapika, Leorio et Killua.","Aventure,Animation,Comédie",,,148,4,4.5,5.0,Yoshihiro Togashi,Terminée,22 min,Hunter X Hunter (2011),
"Sam Elliott,Tim McGraw,Faith Hill",2021 - 2022, U.S.A.,La famille Dutton s'embarque pour un voyage vers l'ouest américain à travers les Grandes Plaines fuyant la pauvreté pour chercher un meilleur avenir au sein de la terre promise de l'Amérique - le Montana.,"Drame,Historique,Western",,,20,1,4.5,5.0,Taylor Sheridan,Terminée,60 min,1883,
"Yûki Kaji,Yui Ishikawa,Marina Inoue",2013 - 2023, Japon,"Dans un monde ravagé par des titans mangeurs d’homme depuis plus d’un siècle, les rares survivants de l’Humanité n’ont d’autre choix pour survivre que de se barricader dans une cité-forteresse. Le jeune Eren, témoin de la mort de sa mère dévorée par un titan, n’a qu’un rêve : entrer dans le corps d’élite chargé de découvrir l’origine des Titans et les annihiler jusqu’au dernier…","Action,Aventure,Animation",,,97,4,4.5,5.0,,Terminée,24 min,L'Attaque des Titans,
"Cillian Murphy,Cillian Murphy,Natasha O'Keeffe",2013 - 2022, Grande-Bretagne,"En 1919, à Birmingham, soldats, révolutionnaires politiques et criminels combattent pour se faire une place dans le paysage industriel de l'après-Guerre. Le Parlement s'attend à une violente révolte, et Winston Churchill mobilise des forces spéciales pour contenir les menaces. La famille Shelby compte parmi les membres les plus redoutables. Surnommés les ""Peaky Blinders"" par rapport à leur utilisation de lames de rasoir cachées dans leurs casquettes, ils tirent principalement leur argent de paris et de vol. Tommy Shelby, le plus dangereux de tous, va devoir faire face à l'arrivée de Campbell, un impitoyable chef de la police qui a pour mission de nettoyer la ville. Ne doit-il pas se méfier tout autant de la ravissante Grace Burgess ? Fraîchement installée dans le voisinage, celle-ci semble cacher un mystérieux passé et un dangereux secret.","Policier,Drame,Historique",,,36,6,4.0,4.5,Steven Knight,Terminée,52 min,Peaky Blinders,
"Hailee Steinfeld,Ella Purnell,Kevin Alejandro",Depuis 2021, U.S.A.,"Championnes de leurs villes jumelles et rivales (la huppée Piltover et la sous-terraine Zaun), deux sœurs Vi et Powder se battent dans une guerre où font rage des technologies magiques et des perspectives diamétralement opposées.","Action,Aventure,Animation,Science Fiction",,,18,2,4.3,4.6,"Alex Yee,Christian ""Praeco"" Linke",En cours,45 min,Arcane,
"Jared Harris,Stellan Skarsgård,Paul Ritter",2019," U.S.A., Allemagne, Grande-Bretagne","26 avril 1986, l'histoire vraie de la pire catastrophe causée par l'homme et de ceux qui ont sacrifié leur vie pour sauver l'Europe du drame. L'explosion d'un réacteur à la centrale nucléaire de Chernobyl, en Ukraine, a de terribles conséquences aussi bien sur le personnel de l'usine, que sur les équipes de secours, la population et l'environnement.",Drame,,,5,1,4.1,4.6,Craig Mazin,Terminée,58 min,Chernobyl,
"Kit Harington,Emilia Clarke,Lena Headey",2011 - 2019, U.S.A.,"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu.","Drame,Fantastique",,,73,8,4.1,4.6,"D.B. Weiss,David Benioff",Terminée,52 min,Game of Thrones,
"Bryan Cranston,Aaron Paul,Anna Gunn",2008 - 2013, U.S.A.,"Walter White, 50 ans, est professeur de chimie dans un lycée du Nouveau-Mexique. Pour subvenir aux besoins de Skyler, sa femme enceinte, et de Walt Junior, son fils handicapé, il est obligé de travailler doublement. Son quotidien déjà morose devient carrément noir lorsqu'il apprend qu'il est atteint d'un incurable cancer des poumons. Les médecins ne lui donnent pas plus de deux ans à vivre. Pour réunir rapidement beaucoup d'argent afin de mettre sa famille à l'abri, Walter ne voit plus qu'une solution : mettre ses connaissances en chimie à profit pour fabriquer et vendre du crystal meth, une drogue de synthèse qui rapporte beaucoup. Il propose à Jesse, un de ses anciens élèves devenu un petit dealer de seconde zone, de faire équipe avec lui. Le duo improvisé met en place un labo itinérant dans un vieux camping-car. Cette association inattendue va les entraîner dans une série de péripéties tant comiques que pathétiques.",Drame,,,62,5,3.8,4.7,Vince Gilligan,Terminée,42 min,Breaking Bad,
"Emma Thompson,Anne Reid,Rory Kinnear",2019, Grande-Bretagne,"La vie des Lyons, une famille de Manchester, racontée sur 15 ans alors que la Grande-Bretagne se retire de l'Europe et qu'un nouveau monde émerge. Vivienne Rook, une célébrité rebelle devenue une femme politique majeure, divise l'opinion par ses prises de position controversées. Son arrivée au pouvoir va bouleverser le pays et bien au-delà. Une famille ordinaire peut-elle faire la différence ?",Drame,,,6,1,4.4,4.2,Russell T Davies,Terminée,60 min,Years and Years,
"Zach McGowan,Toby Stephens,Luke Arnold",2014 - 2017," U.S.A., Afrique du Sud","20 ans avant les évènements de ""L'île au trésor"" de ","Aventure,Historique",,,38,4,2.6,4.2,"Jon Steinberg,Robert Levine",Terminée,52 min,Black Sails,
"Pilar Pascual,Renata Toscano Bruzón,José Giménez Zapiola",Depuis 2019, Argentine,"La charismatique Mia décroche une bourse dans une prestigieuse académie artistique où elle se fait de nouveaux amis, mais doit affronter la fille du directeur.","Musical,Romance",,,31,2,4.2,5.0,Sebastián Mellino,En cours,40 min,Poursuis tes rêves,
"Jason Beghe,Jason Beghe,Jesse Lee Soffer",Depuis 2014, U.S.A.,"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception.","Policier,Drame",,,234,12,4.2,4.5,"Dick Wolf,Matt Olmstead",En cours,42 min,Chicago Police Department,
"Thomas Brodie-Sangster,David Thewlis,Maia Mitchell",Depuis 2023, Australie,"Dans la colonie de Port Victory, Jack Dawkins, alias le Renard, a troqué son activité de pickpocket pour celle de chirurgien mais l’arrivée de Fagin le fait replonger dans le crime. Cependant, la plus grande menace (pour le cœur du Renard, tout du moins) n’est autre que Lady Belle, la fille du gouverneur, qui est bien décidée à devenir la première chirurgienne de la colonie.","Comédie,Policier,Drame",,,8,1,3.9,4.2,"David Maher,James McNamara",En cours,55 min,Le Renard : Prince des voleurs,
"Hinata Minami,Ayumu Murase,Yûki Kaji",Depuis 2021, Japon,"Dans un monde où les rois sont classés entre eux, le jeune prince Bojji commence en bas de l’échelle. Naïf, sourd et frêle, son peuple ne compte pas sur lui pour faire briller le royaume. Mais sa rencontre avec Kage, monstre de bas étage au grand cœur, va allumer en lui une petite étincelle de courage. À deux tout devient possible, y compris faire grimper Bojji jusqu’en haut du classement des rois ! Suivez son ascension entre rencontres, aventures et héroïsme.","Aventure,Animation,Comédie",,,23,1,4.2,5.0,,En cours,24 min,Ranking of Kings,
"Gizem Erdogan,Aliette Opheim,Albin Grenholm",Depuis 2020, Suède,"Alors que l'Etat islamique prépare un attentat contre la Suède, les destins d'une mère en galère, d'une étudiante pleine de vie et d'une flic ambitieuse s'entrecroisent.","Drame,Thriller",,,8,1,4.2,4.0,Wilhelm Behrman,En cours,60 min,Kalifat,
"Jang Dong-gun,Ji-won Kim,Ok-Bin Kim",Depuis 2019, Corée du Sud,"Dans une contrée mythique, les habitants d'une ancienne cité et des régions avoisinantes se disputent le pouvoir tout en construisant une nouvelle société.","Drame,Fantastique",,,18,1,4.2,5.0,,En cours,60 min,Arthdal Chronicles,
"Matt Bomer,Jonathan Bailey,Jelani Alladin",2023, U.S.A.,"Le charismatique Hawkins Fuller mène une carrière politique et évite les relations sentimentales, jusqu'à ce qu'il rencontre Tim Laughlin, un jeune homme débordant d'idéalisme. Ils entament une romance au moment où Joseph McCarthy et Roy Cohn déclarent la guerre aux ""subversifs et aux déviants sexuels"", initiant ainsi l'une des périodes les plus sombres de l'histoire américaine du XXe siècle. Au cours de quatre décennies, Hawk et Tim se croisent à travers les manifestations contre la guerre du Vietnam des années 1960, l'hédonisme disco alimenté par la drogue des années 1970 et la crise du sida des années 1980. ","Drame,Romance",,,8,1,4.3,4.2,Ron Nyswaner,Terminée,52 min,Fellow Travelers,
"James Franco,Maggie Gyllenhaal,Chris Bauer",2017 - 2019, U.S.A.,"L'essor de l’industrie pornographique du début des années 70 au milieu des années 80. Dans les magasins spécialisés, un autre cinéma se vend sous le manteau. Des films pornographiques un peu cheap, tournés à la chaîne, avec de minuscules moyens. Mais bientôt, tout cela va changer... Aux premières loges de cette révolution culturelle, deux frères jumeaux propriétaires de bars servant de couverture aux mafieux du coin, Vincent et Frankie Martino et Candy, prostituée en quête de liberté, visionnaire courageuse à l’écoute des évolutions de son époque.",Drame,,,25,3,4.1,4.2,"David Simon (II),George Pelecanos",Terminée,60 min,The Deuce,
"Terrence Howard,Taraji P. Henson,Bryshere Y. Gray",2015 - 2020, U.S.A.,"Lucious Lyon, ancienne star du hip-hop, est devenu en l'espace d'une vingtaine d'années l'un des plus riches producteurs de disques Américains. Atteint d'une grave maladie, ses jours sont comptés. Il ne lui reste donc plus beaucoup de temps pour désigner son successeur parmi ses trois fils. Deux sont des artistes débutants, très différents mais soudés, tandis que le troisième est un homme d'affaires prêt à tout pour obtenir la position qu'il croit lui revenir de droit. Alors que la famille est sur le point de se déchirer, Cookie, la matriarche, en prison depuis 17 ans, retourne parmi les siens et sème encore un peu plus le trouble. Elle a des comptes à régler et une vengeance à assouvir.","Drame,Musical",,,121,6,3.6,4.2,"Lee Daniels,Danny Strong",Annulée,42 min,Empire (2015),
"Shira Haas,Amit Rahav,Jeff Wilbusch",2020, Allemagne,"Une jeune femme de confession juive ultra-orthodoxe quitte New York pour vivre sa vie de femme libre à Berlin. Bientôt, son passé la rattrape.",Drame,,,4,1,4.3,4.2,Anna Winger,Terminée,53 min,Unorthodox,
"Anson Mount,Colm Meaney,Christopher Heyerdahl",2011 - 2016, U.S.A.,"Cullen Bohannan, un ancien propriétaire d’esclaves et soldat, est déterminé à venger le viol et le meurtre de sa femme en traquant et tuant les soldats de l’Union responsables. Il se retrouve alors dans le Nebraska à l'époque de la construction de la ligne ferroviaire transcontinentale.","Drame,Western",,,57,5,3.6,4.2,"Joe Gayton,Tony Gayton",Terminée,42 min,Hell On Wheels : l'Enfer de l'Ouest,
"Tom Holland,Amanda Seyfried,Sasha Lane",Depuis 2023, U.S.A.,"Danny Sullivan est arrêté à la suite de son implication dans une fusillade à New York en 1979. Reposant sur une série d'interrogatoires menés par l'intrigante Rya Goodwin, ce thriller dévoile la vie de Danny, depuis les mystérieux éléments du passé qui l'ont façonné aux rebondissements qui le mèneront à une révélation bouleversant sa vie.","Biopic,Drame,Thriller",,,10,1,3.1,4.2,Akiva Goldsman,En cours,60 min,The Crowded Room,
"Jenna Coleman,Tom Hughes,Tommy Knight",Depuis 2016, Grande-Bretagne,"Les jeunes années de la vie de la Reine Victoria, de son arrivée sur le trône à l'âge de 18 ans, en passant par ses premiers émois et son mariage avec le Prince Albert.","Drame,Historique",,,25,3,4.2,4.0,Daisy Goodwin,En cours,60 min,Victoria (2016),
"Nathan Fillion,Nathan Fillion,Shawn Ashmore",Depuis 2018, U.S.A.,"Lorsque sa femme le quitte et que son fils part à la fac, John Nolan, la quarantaine, est à un tournant de sa vie et décide de réaliser un vieux rêve : devenir flic ! Il part vivre à Los Angeles et se retrouve, malgré son âge, un bleu parmi les bleus...","Policier,Drame",,,108,7,3.3,4.2,Alexi Hawley,En cours,42 min,The Rookie : le flic de Los Angeles,
"Joel Kinnaman,Toby Kebbell,Krys Marshall",Depuis 2019, U.S.A.,"Imaginez un monde dans lequel la course à l'espace n'aurait jamais pris fin. Le programme spatial de la NASA est resté au coeur de la culture américaine et au plus proche des espoirs et des rêves de tout un chacun. Les astronautes de la NASA, véritables héros et rock-stars de leur époque, doivent gérer la pression qui pèsent sur leurs épaules, tout en gérant la vie de leurs familles.","Drame,Science Fiction",,,40,5,3.0,4.2,"Ronald D. Moore,Ben Nedivi,Matt Wolpert",En cours,60 min,For All Mankind,
"Alessandro Borghi,Giacomo Ferrara,Filippo Nigro",Depuis 2017, Italie,"Lorsqu'une ville côtière près de Rome se transforme en paradis pour joueurs, corruption, rivalités et complots en tout genre ne tardent pas à naître.","Policier,Drame,Thriller",,,26,3,4.2,4.0,"Daniele Cesarano,Barbara Petronio",En cours,52 min,Suburra (2017),
